id,entity_name,year,segment,original_metric,ground_truth_value,generated_question,generated_answer,generated_reasoning
1412,GSK,2022,Balance_Sheet,Deferred Tax Liabilities,289000000.0,What were GSK's Deferred Tax Liabilities in the year 2022?,289000000.0,The figure for Deferred Tax Liabilities for GSK in 2022 is clearly stated as 289000000.0.
1413,GSK,2021,Balance_Sheet,Deferred Tax Liabilities,3556000000.0,What were the Deferred Tax Liabilities reported by GSK for the year 2021?,3556000000.0,The value for Deferred Tax Liabilities pertaining to GSK in 2021 is clearly stated as 3556000000.0.
1418,GSK,2022,Balance_Sheet,Noncurrent Derivative Financial Liabilities,0.0,What was the amount of Noncurrent Derivative Financial Liabilities reported by GSK for the year 2022?,0.0,The figure for Noncurrent Derivative Financial Liabilities for GSK in 2022 is clearly stated as 0.0.
1419,GSK,2021,Balance_Sheet,Noncurrent Derivative Financial Liabilities,1000000.0,What was the amount of Noncurrent Derivative Financial Liabilities reported by GSK in the year 2021?,1000000.0,"For the year 2021, the figure for Noncurrent Derivative Financial Liabilities as reported by GSK is specifically noted as 1000000.0."
1420,GSK,2022,Balance_Sheet,Other Noncurrent Financial Liabilities,5779000000.0,What was the amount reported for GSK's Other Noncurrent Financial Liabilities in the year 2022?,5779000000.0,The value for Other Noncurrent Financial Liabilities for GSK in 2022 is clearly stated as 5779000000.0.
1421,GSK,2021,Balance_Sheet,Other Noncurrent Financial Liabilities,5118000000.0,What was the amount reported for GSK's Other Noncurrent Financial Liabilities in the year 2021?,5118000000.0,The figure for Other Noncurrent Financial Liabilities associated with GSK in 2021 is clearly stated as 5118000000.0.
1422,GSK,2022,Balance_Sheet,Other Noncurrent Liabilities,899000000.0,What was GSK's reported amount for Other Noncurrent Liabilities in the year 2022?,899000000.0,The value for Other Noncurrent Liabilities associated with GSK for the year 2022 is specifically documented as 899000000.0.
1423,GSK,2021,Balance_Sheet,Other Noncurrent Liabilities,921000000.0,What was the amount reported for Other Noncurrent Liabilities by GSK in the year 2021?,921000000.0,The figure for Other Noncurrent Liabilities for GSK in 2021 is clearly stated as 921000000.0.
1424,GSK,2022,Balance_Sheet,Noncurrent Liabilities,27240000000.0,What were GSK's Noncurrent Liabilities in the year 2022?,27240000000.0,The precise figure for Noncurrent Liabilities for GSK in 2022 is clearly stated as 27240000000.0.
1425,GSK,2021,Balance_Sheet,Noncurrent Liabilities,34091000000.0,What were the Noncurrent Liabilities reported by GSK in the year 2021?,34091000000.0,The figure for Noncurrent Liabilities pertaining to GSK in 2021 is clearly stated as 34091000000.0.
1426,GSK,2022,Balance_Sheet,Liabilities,50050000000.0,What were the total liabilities reported by GSK in the year 2022?,50050000000.0,The amount labeled as Liabilities for GSK in 2022 is clearly stated as 50050000000.0.
1427,GSK,2021,Balance_Sheet,Liabilities,57761000000.0,What were the total liabilities for GSK in the year 2021?,57761000000.0,The value for Liabilities pertaining to GSK in 2021 is clearly stated as 57761000000.0.
1428,GSK,2022,Balance_Sheet,Net Assets Liabilities,10096000000.0,What was GSK's Net Assets Liabilities in the year 2022?,10096000000.0,The particular figure for Net Assets Liabilities pertaining to GSK in 2022 is clearly stated as 10096000000.0.
1429,GSK,2021,Balance_Sheet,Net Assets Liabilities,21342000000.0,What was the value of 'Net Assets Liabilities' for GSK in the year 2021?,21342000000.0,"In the available data, the 'Net Assets Liabilities' figure for GSK for the year 2021 is clearly stated as 21342000000.0."
1438,GSK,2022,Balance_Sheet,Equity Attributable To Owners Of Parent,10598000000.0,What was the 'Equity Attributable To Owners Of Parent' for GSK in the year 2022?,10598000000.0,The value for the Equity Attributable To Owners Of Parent for GSK in 2022 is clearly stated as 10598000000.0.
1439,GSK,2021,Balance_Sheet,Equity Attributable To Owners Of Parent,15055000000.0,What was the Equity Attributable To Owners Of Parent for GSK in the year 2021?,15055000000.0,The metric known as Equity Attributable To Owners Of Parent for GSK in 2021 is clearly stated as 15055000000.0.
1442,GSK,2022,Balance_Sheet,Equity,10096000000.0,What was the total Equity reported by GSK in the year 2022?,10096000000.0,The value of Equity for GSK in 2022 is clearly stated as 10096000000.0.
1443,GSK,2021,Balance_Sheet,Equity,21342000000.0,What was the reported Equity figure for GSK in the year 2021?,21342000000.0,The reported value for GSK's Equity in 2021 is clearly stated as 21342000000.0.
1444,GSK,2019,Balance_Sheet,Equity,1346000000.0,What was the reported Equity for GSK in the year 2019?,1346000000.0,The Equity figure for GSK in 2019 is clearly stated as 1346000000.0.
1445,GSK,2020,Income_Statement,Other Comprehensive Income,0.0,What was GSK's reported Other Comprehensive Income for the year 2020?,0.0,The value for Other Comprehensive Income for GSK in 2020 is clearly stated as 0.0.
1447,GSK,2020,Company_Specific_Metric,Increase Through Other Contributions By Noncontrolling Interests Equity,0.0,What was the value of 'Increase Through Other Contributions By Noncontrolling Interests Equity' reported by GSK in the year 2020?,0.0,"For the year 2020, GSK explicitly reported the metric 'Increase Through Other Contributions By Noncontrolling Interests Equity' as 0.0."
1448,GSK,2020,Balance_Sheet,Increase Decrease Through Transfers And Other Changes Equity,0.0,What was the value of 'Increase Decrease Through Transfers And Other Changes Equity' for GSK in the year 2020?,0.0,The value for the metric Increase Decrease Through Transfers And Other Changes Equity as reported for GSK in the year 2020 is clearly stated as 0.0.
1450,GSK,2020,Income_Statement,Profits Losses On Disposal Of Investments And Changes In Value Of Investments,0.0,What was the amount reported by GSK for Profits Losses On Disposal Of Investments And Changes In Value Of Investments in the year 2020?,0.0,"In 2020, GSK explicitly stated that the Profits Losses On Disposal Of Investments And Changes In Value Of Investments was recorded as 0.0."
1451,GSK,2020,Company_Specific_Metric,Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments,0.0,What was the value of GSK's Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments in the year 2020?,0.0,"In 2020, GSK explicitly stated that the Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments was recorded as 0.0."
1452,GSK,2020,Balance_Sheet,Issue Of Equity,0.0,What was the 'Issue Of Equity' figure for GSK in the year 2020?,0.0,The 'Issue Of Equity' for GSK in 2020 is clearly stated as being 0.0.
1453,GSK,2020,Company_Specific_Metric,Shares Acquired By Esop Trusts,0.0,What was the value of 'Shares Acquired By Esop Trusts' for GSK in the year 2020?,0.0,The value for the metric 'Shares Acquired By Esop Trusts' for GSK in 2020 is clearly stated as 0.0.
1454,GSK,2020,Company_Specific_Metric,Write Down Of Shares Held By Employee Stock Ownership Plan,0.0,What was the amount reported by GSK for the Write Down Of Shares Held By Employee Stock Ownership Plan in the year 2020?,0.0,The metric related to the Write Down Of Shares Held By Employee Stock Ownership Plan for GSK in 2020 is clearly stated as 0.0.
1457,GSK,2020,Balance_Sheet,Equity,1346000000.0,What was the reported Equity for GSK in the year 2020?,1346000000.0,The Equity value for GSK in 2020 is clearly stated as 1346000000.0.
1458,GSK,2021,Income_Statement,Other Comprehensive Income,0.0,What was the 'Other Comprehensive Income' reported by GSK for the year 2021?,0.0,"For the year 2021, GSK has clearly stated that their Other Comprehensive Income was 0.0."
1460,GSK,2021,Company_Specific_Metric,Increase Through Other Contributions By Noncontrolling Interests Equity,0.0,What was the 'Increase Through Other Contributions By Noncontrolling Interests Equity' reported by GSK for the year 2021?,0.0,The figure for the metric 'Increase Through Other Contributions By Noncontrolling Interests Equity' for GSK in 2021 is clearly stated as 0.0.
1462,GSK,2021,Balance_Sheet,Issue Of Equity,1000000.0,What was the amount reported for GSK's Issue Of Equity in the year 2021?,1000000.0,The value for the metric Issue Of Equity for GSK in 2021 is clearly stated as 1000000.0.
1463,GSK,2021,Income_Statement,Profits Losses On Disposal Of Investments And Changes In Value Of Investments,0.0,What was the value of 'Profits Losses On Disposal Of Investments And Changes In Value Of Investments' reported by GSK in 2021?,0.0,The value for the metric Profits Losses On Disposal Of Investments And Changes In Value Of Investments for GSK in 2021 is clearly stated as 0.0.
1464,GSK,2021,Company_Specific_Metric,Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments,0.0,What was GSK's Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments in the year 2021?,0.0,The particular figure for Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments for GSK in 2021 is clearly stated as 0.0.
1465,GSK,2021,Company_Specific_Metric,Write Down Of Shares Held By Employee Stock Ownership Plan,0.0,What was the amount reported by GSK for the Write Down Of Shares Held By Employee Stock Ownership Plan in the year 2021?,0.0,The value for the metric Write Down Of Shares Held By Employee Stock Ownership Plan for GSK in 2021 is clearly indicated as 0.0.
1467,GSK,2021,Company_Specific_Metric,Transactions With Noncontrolling Interests,0.0,What was the amount reported for Transactions With Noncontrolling Interests for GSK in the year 2021?,0.0,The figure for Transactions With Noncontrolling Interests for GSK in 2021 is clearly stated as 0.0.
1469,GSK,2022,Income_Statement,Other Comprehensive Income,0.0,What was the reported Other Comprehensive Income for GSK in the year 2022?,0.0,The value for Other Comprehensive Income for GSK in 2022 is clearly stated as 0.0.
1471,GSK,2022,Company_Specific_Metric,Non Cash Distribution To Non Controlling Interests,0.0,What was the amount reported by GSK for Non Cash Distribution To Non Controlling Interests in the year 2022?,0.0,The metric for Non Cash Distribution To Non Controlling Interests for GSK in 2022 is clearly stated as 0.0.
1472,GSK,2022,Company_Specific_Metric,Increase Through Other Contributions By Noncontrolling Interests Equity,0.0,What was the 'Increase Through Other Contributions By Noncontrolling Interests Equity' reported by GSK in the year 2022?,0.0,The value for the metric 'Increase Through Other Contributions By Noncontrolling Interests Equity' pertaining to GSK in 2022 is clearly stated as 0.0.
1473,GSK,2022,Balance_Sheet,Increase Decrease Through Transfers And Other Changes Equity,0.0,What was the value of 'Increase Decrease Through Transfers And Other Changes Equity' for GSK in the year 2022?,0.0,The value for the specific metric 'Increase Decrease Through Transfers And Other Changes Equity' for GSK in 2022 is clearly stated as 0.0.
1476,GSK,2022,Company_Specific_Metric,Non Cash Dividend To Shareholders,0.0,What was the 'Non Cash Dividend To Shareholders' reported by GSK in 2022?,0.0,The figure for Non Cash Dividend To Shareholders for GSK in 2022 is clearly stated as 0.0.
