id,entity_name,year,segment,original_metric,ground_truth_value,generated_question,generated_answer,generated_reasoning
2422,Hikma Pharmaceuticals,2021,Income_Statement,Profit Loss,449000000.0,What was the 'Profit Loss' reported by Hikma Pharmaceuticals in the year 2021?,449000000.0,The 'Profit Loss' figure for Hikma Pharmaceuticals in 2021 is clearly stated as 449000000.0.
2423,Hikma Pharmaceuticals,2022,Income_Statement,Profit Loss Attributable To Noncontrolling Interests,3000000.0,What was the Profit Loss Attributable To Noncontrolling Interests for Hikma Pharmaceuticals in the year 2022?,3000000.0,The figure for Profit Loss Attributable To Noncontrolling Interests for Hikma Pharmaceuticals in 2022 is clearly stated as 3000000.0.
2424,Hikma Pharmaceuticals,2021,Income_Statement,Profit Loss Attributable To Noncontrolling Interests,-1000000.0,What was the Profit Loss Attributable To Noncontrolling Interests for Hikma Pharmaceuticals in the year 2021?,-1000000.0,The figure for Profit Loss Attributable To Noncontrolling Interests for Hikma Pharmaceuticals in 2021 is clearly stated as -1000000.0.
2425,Hikma Pharmaceuticals,2022,Income_Statement,Profit Loss Attributable To Owners Of Parent,406000000.0,What was the Profit Loss Attributable To Owners Of Parent for Hikma Pharmaceuticals in the year 2022?,406000000.0,The figure for Profit Loss Attributable To Owners Of Parent for Hikma Pharmaceuticals in 2022 is clearly stated as 406000000.0.
2426,Hikma Pharmaceuticals,2021,Income_Statement,Profit Loss Attributable To Owners Of Parent,450000000.0,What was the Profit Loss Attributable To Owners Of Parent for Hikma Pharmaceuticals in the year 2021?,450000000.0,The value for the Profit Loss Attributable To Owners Of Parent for Hikma Pharmaceuticals in 2021 is clearly stated as 450000000.0.
2427,Hikma Pharmaceuticals,2022,Income_Statement,Basic Earnings Loss Per Share,1.813,What was the Basic Earnings Loss Per Share reported by Hikma Pharmaceuticals for the year 2022?,1.813,The value of Basic Earnings Loss Per Share for Hikma Pharmaceuticals in 2022 is specifically stated as 1.813.
2428,Hikma Pharmaceuticals,2021,Income_Statement,Basic Earnings Loss Per Share,1.948,What was the Basic Earnings Loss Per Share for Hikma Pharmaceuticals in the year 2021?,1.948,The metric for Basic Earnings Loss Per Share for Hikma Pharmaceuticals in 2021 is clearly stated as 1.948.
2429,Hikma Pharmaceuticals,2022,Income_Statement,Diluted Earnings Loss Per Share,1.804,What was the Diluted Earnings Loss Per Share for Hikma Pharmaceuticals in the year 2022?,1.804,The Diluted Earnings Loss Per Share figure for Hikma Pharmaceuticals in 2022 is clearly stated as 1.804.
2430,Hikma Pharmaceuticals,2021,Income_Statement,Diluted Earnings Loss Per Share,1.931,What was the Diluted Earnings Loss Per Share for Hikma Pharmaceuticals in the year 2021?,1.931,The Diluted Earnings Loss Per Share for Hikma Pharmaceuticals in 2021 is clearly stated as 1.931.
2431,Hikma Pharmaceuticals,2022,Income_Statement,Gains Losses On Exchange Differences On Translation Net Of Tax,-87000000.0,What was the value of 'Gains Losses On Exchange Differences On Translation Net Of Tax' reported by Hikma Pharmaceuticals in 2022?,-87000000.0,The figure for the Gains Losses On Exchange Differences On Translation Net Of Tax related to Hikma Pharmaceuticals in the year 2022 is specifically stated as -87000000.0.
2432,Hikma Pharmaceuticals,2021,Income_Statement,Gains Losses On Exchange Differences On Translation Net Of Tax,-22000000.0,What was the amount reported by Hikma Pharmaceuticals for Gains Losses On Exchange Differences On Translation Net Of Tax in the year 2021?,-22000000.0,The value for the specific metric Gains Losses On Exchange Differences On Translation Net Of Tax for Hikma Pharmaceuticals in 2021 is clearly documented as -22000000.0.
2435,Hikma Pharmaceuticals,2022,Income_Statement,Other Comprehensive Income Net Of Tax Gains Losses On Remeasurements Of Defined Benefit Plans,0.0,What was the value of 'Other Comprehensive Income Net Of Tax Gains Losses On Remeasurements Of Defined Benefit Plans' for Hikma Pharmaceuticals in the year 2022?,0.0,The value for the metric 'Other Comprehensive Income Net Of Tax Gains Losses On Remeasurements Of Defined Benefit Plans' for Hikma Pharmaceuticals in 2022 is clearly stated as 0.0.
2436,Hikma Pharmaceuticals,2021,Income_Statement,Other Comprehensive Income Net Of Tax Gains Losses On Remeasurements Of Defined Benefit Plans,-1000000.0,What was the value of 'Other Comprehensive Income Net Of Tax Gains Losses On Remeasurements Of Defined Benefit Plans' for Hikma Pharmaceuticals in the year 2021?,-1000000.0,The value for the specific metric of Other Comprehensive Income Net Of Tax Gains Losses On Remeasurements Of Defined Benefit Plans for Hikma Pharmaceuticals in 2021 is clearly stated as -1000000.0.
2437,Hikma Pharmaceuticals,2022,Balance_Sheet,Other Comprehensive Income Net Of Tax Financial Assets Measured At Fair Value Through Other Comprehensive Income,-8000000.0,What was the value of Other Comprehensive Income Net Of Tax Financial Assets Measured At Fair Value Through Other Comprehensive Income for Hikma Pharmaceuticals in the year 2022?,-8000000.0,"In 2022, the figure for Other Comprehensive Income Net Of Tax Financial Assets Measured At Fair Value Through Other Comprehensive Income for Hikma Pharmaceuticals is clearly stated as -8000000.0."
2438,Hikma Pharmaceuticals,2021,Balance_Sheet,Other Comprehensive Income Net Of Tax Financial Assets Measured At Fair Value Through Other Comprehensive Income,14000000.0,What was the value of Other Comprehensive Income Net Of Tax Financial Assets Measured At Fair Value Through Other Comprehensive Income for Hikma Pharmaceuticals in the year 2021?,14000000.0,"For the year 2021, the specific figure for Other Comprehensive Income Net Of Tax Financial Assets Measured At Fair Value Through Other Comprehensive Income for Hikma Pharmaceuticals is clearly stated as 14000000.0."
2439,Hikma Pharmaceuticals,2022,Income_Statement,Other Comprehensive Income,-95000000.0,What was the Other Comprehensive Income for Hikma Pharmaceuticals in the year 2022?,-95000000.0,The exact figure for Other Comprehensive Income for Hikma Pharmaceuticals in 2022 has been clearly stated as -95000000.0.
2440,Hikma Pharmaceuticals,2021,Income_Statement,Other Comprehensive Income,-9000000.0,What was the value of Other Comprehensive Income for Hikma Pharmaceuticals in the year 2021?,-9000000.0,The value for Other Comprehensive Income for Hikma Pharmaceuticals in 2021 is clearly documented as -9000000.0.
2441,Hikma Pharmaceuticals,2022,Income_Statement,Comprehensive Income,314000000.0,What was the Comprehensive Income reported by Hikma Pharmaceuticals for the year 2022?,314000000.0,The Comprehensive Income figure for Hikma Pharmaceuticals in the year 2022 is clearly stated as 314000000.0.
2442,Hikma Pharmaceuticals,2021,Income_Statement,Comprehensive Income,440000000.0,What was the Comprehensive Income for Hikma Pharmaceuticals in the year 2021?,440000000.0,The Comprehensive Income figure for Hikma Pharmaceuticals in 2021 is clearly stated as 440000000.0.
2443,Hikma Pharmaceuticals,2022,Income_Statement,Comprehensive Income Attributable To Noncontrolling Interests,0.0,What was the Comprehensive Income Attributable To Noncontrolling Interests for Hikma Pharmaceuticals in the year 2022?,0.0,The value for Comprehensive Income Attributable To Noncontrolling Interests for Hikma Pharmaceuticals in 2022 is clearly stated as 0.0.
2444,Hikma Pharmaceuticals,2021,Income_Statement,Comprehensive Income Attributable To Noncontrolling Interests,2000000.0,What was the Comprehensive Income Attributable To Noncontrolling Interests for Hikma Pharmaceuticals in the year 2021?,2000000.0,The metric known as Comprehensive Income Attributable To Noncontrolling Interests for Hikma Pharmaceuticals in 2021 is specifically stated as 2000000.0.
2445,Hikma Pharmaceuticals,2022,Income_Statement,Comprehensive Income Attributable To Owners Of Parent,314000000.0,What was the Comprehensive Income Attributable To Owners Of Parent for Hikma Pharmaceuticals in the year 2022?,314000000.0,The figure for Comprehensive Income Attributable To Owners Of Parent for Hikma Pharmaceuticals in 2022 is clearly stated as 314000000.0.
2446,Hikma Pharmaceuticals,2021,Income_Statement,Comprehensive Income Attributable To Owners Of Parent,438000000.0,What was the Comprehensive Income Attributable To Owners Of Parent for Hikma Pharmaceuticals in the year 2021?,438000000.0,The figure for Comprehensive Income Attributable To Owners Of Parent for Hikma Pharmaceuticals in 2021 is clearly stated as 438000000.0.
2449,Hikma Pharmaceuticals,2022,Balance_Sheet,Intangible Assets Other Than Goodwill,735000000.0,What was the value of Intangible Assets Other Than Goodwill for Hikma Pharmaceuticals in the year 2022?,735000000.0,The figure for Intangible Assets Other Than Goodwill pertaining to Hikma Pharmaceuticals in 2022 is clearly stated as 735000000.0.
2450,Hikma Pharmaceuticals,2021,Balance_Sheet,Intangible Assets Other Than Goodwill,607000000.0,What was the value of 'Intangible Assets Other Than Goodwill' for Hikma Pharmaceuticals in the year 2021?,607000000.0,The figure for Intangible Assets Other Than Goodwill for Hikma Pharmaceuticals in 2021 is clearly stated as 607000000.0.
2453,Hikma Pharmaceuticals,2022,Balance_Sheet,Rightofuse Assets,57000000.0,What was the value of 'Rightofuse Assets' for Hikma Pharmaceuticals in the year 2022?,57000000.0,The figure for Rightofuse Assets associated with Hikma Pharmaceuticals in 2022 is clearly stated as 57000000.0.
2454,Hikma Pharmaceuticals,2021,Balance_Sheet,Rightofuse Assets,74000000.0,What were the 'Rightofuse Assets' reported by Hikma Pharmaceuticals in the year 2021?,74000000.0,The value for the metric 'Rightofuse Assets' as reported for Hikma Pharmaceuticals in 2021 is clearly stated as 74000000.0.
2457,Hikma Pharmaceuticals,2022,Balance_Sheet,Deferred Tax Assets,192000000.0,What was the value of Deferred Tax Assets reported by Hikma Pharmaceuticals in the year 2022?,192000000.0,The exact figure for Deferred Tax Assets pertaining to Hikma Pharmaceuticals in 2022 is clearly stated as 192000000.0.
2458,Hikma Pharmaceuticals,2021,Balance_Sheet,Deferred Tax Assets,183000000.0,What was the amount of Deferred Tax Assets reported by Hikma Pharmaceuticals in the year 2021?,183000000.0,The figure for Deferred Tax Assets pertaining to Hikma Pharmaceuticals in 2021 is clearly stated as 183000000.0.
2459,Hikma Pharmaceuticals,2022,Company_Specific_Metric,Noncurrent Financial And Other Assets,65000000.0,What was the value of Noncurrent Financial And Other Assets for Hikma Pharmaceuticals in the year 2022?,65000000.0,The figure for Noncurrent Financial And Other Assets associated with Hikma Pharmaceuticals in 2022 has been clearly stated as 65000000.0.
2460,Hikma Pharmaceuticals,2021,Company_Specific_Metric,Noncurrent Financial And Other Assets,47000000.0,What was the amount reported for 'Noncurrent Financial And Other Assets' by Hikma Pharmaceuticals in the year 2021?,47000000.0,The figure for Noncurrent Financial And Other Assets pertaining to Hikma Pharmaceuticals for the year 2021 is clearly stated as 47000000.0.
2461,Hikma Pharmaceuticals,2022,Balance_Sheet,Noncurrent Assets,2472000000.0,What were the Noncurrent Assets for Hikma Pharmaceuticals in the year 2022?,2472000000.0,The figure for Noncurrent Assets pertaining to Hikma Pharmaceuticals in 2022 is clearly stated as 2472000000.0.
2462,Hikma Pharmaceuticals,2021,Balance_Sheet,Noncurrent Assets,2278000000.0,What were the Noncurrent Assets reported by Hikma Pharmaceuticals in the year 2021?,2278000000.0,The value for Noncurrent Assets associated with Hikma Pharmaceuticals in 2021 is clearly stated as 2278000000.0.
2465,Hikma Pharmaceuticals,2022,Balance_Sheet,Current Tax Assets Current,32000000.0,What was the value of 'Current Tax Assets Current' for Hikma Pharmaceuticals in the year 2022?,32000000.0,The value for the metric 'Current Tax Assets Current' for Hikma Pharmaceuticals in 2022 is clearly stated as 32000000.0.
2466,Hikma Pharmaceuticals,2021,Balance_Sheet,Current Tax Assets Current,60000000.0,What was the value of Current Tax Assets Current for Hikma Pharmaceuticals in the year 2021?,60000000.0,The value for the metric Current Tax Assets Current pertaining to Hikma Pharmaceuticals in 2021 is clearly stated as 60000000.0.
2469,Hikma Pharmaceuticals,2022,Cash_Flow,Cash And Cash Equivalents,270000000.0,What was the value of 'Cash And Cash Equivalents' for Hikma Pharmaceuticals in the year 2022?,270000000.0,The figure for Cash And Cash Equivalents for Hikma Pharmaceuticals in 2022 is clearly stated as 270000000.0.
2470,Hikma Pharmaceuticals,2021,Cash_Flow,Cash And Cash Equivalents,426000000.0,What was the reported amount for Cash And Cash Equivalents for Hikma Pharmaceuticals in the year 2021?,426000000.0,The precise figure for Cash And Cash Equivalents pertaining to Hikma Pharmaceuticals in 2021 is clearly stated as 426000000.0.
2471,Hikma Pharmaceuticals,2022,Balance_Sheet,Other Current Assets,110000000.0,What was the value of 'Other Current Assets' for Hikma Pharmaceuticals in the year 2022?,110000000.0,The value for Other Current Assets related to Hikma Pharmaceuticals in 2022 is clearly stated as 110000000.0.
2472,Hikma Pharmaceuticals,2021,Balance_Sheet,Other Current Assets,97000000.0,What were the 'Other Current Assets' reported by Hikma Pharmaceuticals in the year 2021?,97000000.0,The figure for Other Current Assets pertaining to Hikma Pharmaceuticals in 2021 is clearly stated as 97000000.0.
