id,question,entity_name,year,metric,segment,ground_truth_value,fake_value
1412,What were GSK's Deferred Tax Liabilities in the year 2022?,GSK,2022,Deferred Tax Liabilities,Balance_Sheet,289000000.0,325944445.12
1413,What were the Deferred Tax Liabilities reported by GSK for the year 2021?,GSK,2021,Deferred Tax Liabilities,Balance_Sheet,3556000000.0,3901822126.72
1418,What was the amount of Noncurrent Derivative Financial Liabilities reported by GSK for the year 2022?,GSK,2022,Noncurrent Derivative Financial Liabilities,Balance_Sheet,0.0,0.54
1419,What was the amount of Noncurrent Derivative Financial Liabilities reported by GSK in the year 2021?,GSK,2021,Noncurrent Derivative Financial Liabilities,Balance_Sheet,1000000.0,1036469.19
1420,What was the amount reported for GSK's Other Noncurrent Financial Liabilities in the year 2022?,GSK,2022,Other Noncurrent Financial Liabilities,Balance_Sheet,5779000000.0,5286671530.49
1421,What was the amount reported for GSK's Other Noncurrent Financial Liabilities in the year 2021?,GSK,2021,Other Noncurrent Financial Liabilities,Balance_Sheet,5118000000.0,4577564203.09
1422,What was GSK's reported amount for Other Noncurrent Liabilities in the year 2022?,GSK,2022,Other Noncurrent Liabilities,Balance_Sheet,899000000.0,961713563.9
1423,What was the amount reported for Other Noncurrent Liabilities by GSK in the year 2021?,GSK,2021,Other Noncurrent Liabilities,Balance_Sheet,921000000.0,1017267726.04
1424,What were GSK's Noncurrent Liabilities in the year 2022?,GSK,2022,Noncurrent Liabilities,Balance_Sheet,27240000000.0,29090799567.45
1425,What were the Noncurrent Liabilities reported by GSK in the year 2021?,GSK,2021,Noncurrent Liabilities,Balance_Sheet,34091000000.0,38367984508.34
1426,What were the total liabilities reported by GSK in the year 2022?,GSK,2022,Liabilities,Balance_Sheet,50050000000.0,48814675990.41
1427,What were the total liabilities for GSK in the year 2021?,GSK,2021,Liabilities,Balance_Sheet,57761000000.0,56473599989.15
1428,What was GSK's Net Assets Liabilities in the year 2022?,GSK,2022,Net Assets Liabilities,Balance_Sheet,10096000000.0,9185811896.56
1429,What was the value of 'Net Assets Liabilities' for GSK in the year 2021?,GSK,2021,Net Assets Liabilities,Balance_Sheet,21342000000.0,23003457165.19
1438,What was the 'Equity Attributable To Owners Of Parent' for GSK in the year 2022?,GSK,2022,Equity Attributable To Owners Of Parent,Balance_Sheet,10598000000.0,10175346204.58
1439,What was the Equity Attributable To Owners Of Parent for GSK in the year 2021?,GSK,2021,Equity Attributable To Owners Of Parent,Balance_Sheet,15055000000.0,14837354344.15
1442,What was the total Equity reported by GSK in the year 2022?,GSK,2022,Equity,Balance_Sheet,10096000000.0,10543025062.0
1443,What was the reported Equity figure for GSK in the year 2021?,GSK,2021,Equity,Balance_Sheet,21342000000.0,23664718065.96
